"License Number","License Type","Legal Business Name","Type of License","Date","Expires On","Status","City - County",
"TML18-0000459","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000458","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000457","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000456","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000453","Temporary Cannabis Cultivation License","Helping Hands for Life","Medium Mixed-Light Tier 1","02/08/2018","06/07/2018","Inactive","Copperopolis - Calaveras County",
"TML18-0000449","Temporary Cannabis Cultivation License","S & G Enchanted Farms","Specialty Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Willits - Mendocino County",
"TML18-0000447","Temporary Cannabis Cultivation License","CK ENDEAVORS, INC","Small Indoor","02/08/2018","03/07/2019","Active","CATHDERAL CITY - Riverside County",
"TML18-0000444","Temporary Cannabis Cultivation License","JM Endeavors, Inc.","Small Indoor","02/08/2018","06/08/2018","Inactive","Palm Springs - Riverside County",
"TML18-0000191","Temporary Cannabis Cultivation License","Brown Oak Farms, Inc","Medium Outdoor","02/08/2018","06/07/2018","Inactive","Mokelumne Hill - Calaveras County",
"TAL18-0000442","Temporary Cannabis Cultivation License","JM Endeavors, Inc","Small Indoor","02/08/2018","03/07/2019","Active","Palm Springs - Riverside County",
"TML18-0000441","Temporary Cannabis Cultivation License","JM Endeavors Inc.","Small Indoor","02/08/2018","06/08/2018","Inactive","Palm Springs - Riverside County",
"TAL18-0000439","Temporary Cannabis Cultivation License","JM Endeavors, Inc.","Small Indoor","02/08/2018","03/07/2019","Active","Palm Springs - Riverside County",
"TML18-0000438","Temporary Cannabis Cultivation License","JM Endeavors, Inc.","Small Indoor","02/08/2018","06/08/2018","Inactive","Palm Springs - Riverside County",
"TML18-0000161","Temporary Cannabis Cultivation License","Capay Valley Organics","Medium Outdoor","02/08/2018","06/08/2018","Inactive","Esparto - Yolo County",
"TML18-0000437","Temporary Cannabis Cultivation License","Emerald Ridge Group","Small Outdoor","02/08/2018","02/27/2018","Inactive","Willits - Mendocino County",
"TAL18-0000436","Temporary Cannabis Cultivation License","JM Endeavors, Inc.","Small Indoor","02/08/2018","03/07/2019","Active","Palm Springs - Riverside County",
"TML18-0000159","Temporary Cannabis Cultivation License","Surreal Solutions","Medium Outdoor","02/08/2018","03/07/2019","About to Expire","Esparto - Yolo County",
"TAL18-0000029","Temporary Cannabis Cultivation License","Vajra Gita Grounds LLC","Medium Mixed-Light Tier 2","02/08/2018","06/08/2018","Inactive","Humboldt County",
"TML18-0000026","Temporary Cannabis Cultivation License","Shamrocks & Shillelaghs, Inc.","Medium Mixed-Light Tier 2","02/08/2018","04/05/2018","Inactive","Angels Camp - Calaveras County",
"TML18-0000027","Temporary Cannabis Cultivation License","Grouse Mountain Green LLC","Small Outdoor","02/08/2018","03/07/2019","About to Expire","Willow Creek - Humboldt County",
"TML18-0000025","Temporary Cannabis Cultivation License","Grouse Mountain Green LLC","Medium Mixed-Light Tier 1","02/08/2018","03/07/2019","About to Expire","Willow Creek - Humboldt County",
"TAL18-0000022","Temporary Cannabis Cultivation License","Indra Valley Strategic Marketing Group LLC","Nursery","02/08/2018","06/08/2018","Inactive","Humboldt County",
"TAL18-0000021","Temporary Cannabis Cultivation License","Indra Valley Strategic Marketing Group LLC","Processor","02/08/2018","06/08/2018","Inactive","Humboldt County",
"TAL18-0000019","Temporary Cannabis Cultivation License","Indra Valley Strategic Marketing Group LLC","Medium Outdoor","02/08/2018","06/08/2018","Inactive","Humboldt County",
"TAL18-0000432","Temporary Cannabis Cultivation License","Forensic Fuels","Small Outdoor","02/08/2018","06/08/2018","Inactive","Hayfork - Trinity County",
"TML18-0000431","Temporary Cannabis Cultivation License","MT Nursery LLC","Nursery","02/08/2018","06/08/2018","Inactive","Salinas - Monterey County",
"TAL18-0000430","Temporary Cannabis Cultivation License","MT Nursery LLC","Nursery","02/08/2018","03/07/2019","About to Expire","Salinas - Monterey County",
"TML18-0000429","Temporary Cannabis Cultivation License","Monterey Tilth LLC","Processor","02/08/2018","06/08/2018","Inactive","Salinas - Monterey County",
"TAL18-0000426","Temporary Cannabis Cultivation License","Monterey Tilth LLC","Nursery","02/08/2018","06/08/2018","Inactive","Salinas - Monterey County",
"TAL18-0000420","Temporary Cannabis Cultivation License","Monterey Tilth LLC","Medium Mixed-Light Tier 2","02/08/2018","06/08/2018","Inactive","Salinas - Monterey County",
"TML18-0000425","Temporary Cannabis Cultivation License","Monterey Tilth LLC","Small Mixed-Light Tier 2","02/08/2018","03/07/2019","About to Expire","Salinas - Monterey County",
"TAL18-0000424","Temporary Cannabis Cultivation License","Monterey Tilth LLC","Small Mixed-Light Tier 2","02/08/2018","03/07/2019","About to Expire","Salinas - Monterey County",
"TML18-0000423","Temporary Cannabis Cultivation License","Monterey Tilth LLC","Small Mixed-Light Tier 2","02/08/2018","06/08/2018","Inactive","Salinas - Monterey County",
"TAL18-0000422","Temporary Cannabis Cultivation License","Monterey Tilth LLC","Small Mixed-Light Tier 2","02/08/2018","06/08/2018","Inactive","Salinas - Monterey County",
"TML18-0000377","Temporary Cannabis Cultivation License","Kase Manufacturing","Medium Indoor","02/08/2018","03/07/2019","About to Expire","Stanislaus County",
"TML18-0000257","Temporary Cannabis Cultivation License","Olivella, Inc.","Medium Outdoor","02/08/2018","06/08/2018","Inactive","Carpinteria - Santa Barbara County",
"TAL18-0000376","Temporary Cannabis Cultivation License","SEED707LLC","Specialty Outdoor","02/07/2018","03/06/2019","About to Expire","Laytonville - Mendocino County",
"TML18-0000371","Temporary Cannabis Cultivation License","Three Brothers Farm","Small Outdoor","02/07/2018","03/06/2019","About to Expire","Willits - Mendocino County",
"TML18-0000368","Temporary Cannabis Cultivation License","ST Management Group LLC","Small Mixed-Light Tier 1","02/07/2018","03/06/2019","About to Expire","Carpinteria - Santa Barbara County",
"TML18-0000367","Temporary Cannabis Cultivation License","HILLSTRONG","Medium Outdoor","02/07/2018","03/06/2019","About to Expire","Humboldt County",
"TML18-0000366","Temporary Cannabis Cultivation License","ST Management Group LLC","Small Mixed-Light Tier 1","02/07/2018","03/06/2019","About to Expire","Carpinteria - Santa Barbara County",
"TML18-0000365","Temporary Cannabis Cultivation License","Southern Humboldt Seed Collective, LLC","Nursery","02/07/2018","06/07/2018","Inactive","Whitethorn - Humboldt County",
"TML18-0000364","Temporary Cannabis Cultivation License","Pajaro Pastures","Medium Mixed-Light Tier 1","02/07/2018","02/07/2018","Inactive","watsonville - Santa Cruz County",
"TML18-0000362","Temporary Cannabis Cultivation License","ST Management Group LLC","Small Mixed-Light Tier 1","02/07/2018","03/06/2019","About to Expire","Carpinteria - Santa Barbara County",
"TAL17-0001559","Temporary Cannabis Cultivation License","JDI FARMS","Nursery","02/07/2018","06/07/2018","Inactive","PATTERSON - Stanislaus County",
"TML18-0000361","Temporary Cannabis Cultivation License","ST Management Group LLC","Small Mixed-Light Tier 1","02/07/2018","03/06/2019","About to Expire","Carpinteria - Santa Barbara County",
"TML18-0000360","Temporary Cannabis Cultivation License","ST Management Group LLC","Small Mixed-Light Tier 1","02/07/2018","03/06/2019","About to Expire","Carpinteria - Santa Barbara County",
"TML18-0000359","Temporary Cannabis Cultivation License","ST Management Group LLC","Small Mixed-Light Tier 1","02/07/2018","03/06/2019","About to Expire","Carpinteria - Santa Barbara County",
"TAL18-0000270","Temporary Cannabis Cultivation License","Lazy S Ranch","Medium Outdoor","02/07/2018","06/07/2018","Inactive","Humboldt County",
"TML18-0000338","Temporary Cannabis Cultivation License","Canna Rios LLC","Medium Outdoor","02/07/2018","06/07/2018","Inactive","Santa Maria - Santa Barbara County",
"TAL18-0000334","Temporary Cannabis Cultivation License","Humboldt AF Cannabis","Medium Outdoor","02/07/2018","03/06/2019","About to Expire","Humboldt County",
"TML18-0000333","Temporary Cannabis Cultivation License","r&r gardens","Medium Mixed-Light Tier 1","02/07/2018","06/07/2018","Inactive","Angels Camp - Calaveras County",
"TML18-0000284","Temporary Cannabis Cultivation License","Humboldt Hills Natural Farms INC","Small Mixed-Light Tier 1","02/07/2018","06/07/2018","Inactive","Redway - Humboldt County",
"TML18-0000283","Temporary Cannabis Cultivation License","Power Farms LLC","Small Mixed-Light Tier 1","02/07/2018","06/07/2018","Inactive","Carpinteria - Santa Barbara County",
"TAL18-0000282","Temporary Cannabis Cultivation License","Humboldt Hills Natural Farms INC","Small Mixed-Light Tier 1","02/07/2018","06/07/2018","Inactive","Redway - Humboldt County",
"TML18-0000281","Temporary Cannabis Cultivation License","Power Farms LLC","Small Mixed-Light Tier 1","02/07/2018","06/07/2018","Inactive","Carpinteria - Santa Barbara County",
"TAL18-0000280","Temporary Cannabis Cultivation License","Love Humboldt Inc","Specialty Mixed-Light Tier 1","02/07/2018","06/07/2018","Inactive","Redway - Humboldt County",
"TAL18-0000279","Temporary Cannabis Cultivation License","Humboldt Hills Natural Farms INC","Small Mixed-Light Tier 1","02/07/2018","06/07/2018","Inactive","Redway - Humboldt County",
"TML18-0000278","Temporary Cannabis Cultivation License","n/a","Small Mixed-Light Tier 1","02/07/2018","06/07/2018","Inactive","Blocksburg - Humboldt County",
"TML18-0000277","Temporary Cannabis Cultivation License","Power Farms LLC","Small Mixed-Light Tier 1","02/07/2018","06/07/2018","Inactive","Carpinteria - Santa Barbara County",
"TML18-0000276","Temporary Cannabis Cultivation License","Spyrock_707","Small Mixed-Light Tier 2","02/07/2018","06/07/2018","Inactive","Laytonville - Mendocino County",
"TAL17-0001070","Temporary Cannabis Cultivation License","Innovation West DBA Panther Gap Farms","Small Outdoor","02/07/2018","03/06/2019","About to Expire","Humboldt County",
"TAL18-0000275","Temporary Cannabis Cultivation License","n/a","Small Mixed-Light Tier 1","02/07/2018","03/06/2019","About to Expire","Blocksburg - Humboldt County",
"TAL18-0000274","Temporary Cannabis Cultivation License","Holmes Flat Farms","Specialty Outdoor","02/07/2018","06/07/2018","Inactive","Redcrest - Humboldt County",
"TAL18-0000273","Temporary Cannabis Cultivation License","n/a","Medium Outdoor","02/07/2018","03/06/2019","About to Expire","Blocksburg - Humboldt County",
"TAL18-0000271","Temporary Cannabis Cultivation License","Beautiful Morning","Specialty Outdoor","02/07/2018","03/06/2019","About to Expire","Potter  Valley - Mendocino County",
"TML18-0000357","Temporary Cannabis Cultivation License","ST Management Group LLC","Small Mixed-Light Tier 1","02/06/2018","03/05/2019","About to Expire","Carpinteria - Santa Barbara County",
"TML18-0000356","Temporary Cannabis Cultivation License","ST Management Group LLC","Small Mixed-Light Tier 1","02/06/2018","03/05/2019","About to Expire","Carpinteria - Santa Barbara County",
"TML18-0000355","Temporary Cannabis Cultivation License","ST Management Group LLC","Small Mixed-Light Tier 1","02/06/2018","03/05/2019","About to Expire","Carpinteria - Santa Barbara County",
"TML18-0000354","Temporary Cannabis Cultivation License","ST Management Group LLC","Small Mixed-Light Tier 1","02/06/2018","03/05/2019","About to Expire","Carpinteria - Santa Barbara County",
"TML18-0000353","Temporary Cannabis Cultivation License","ST Management Group LLC","Small Mixed-Light Tier 1","02/06/2018","03/05/2019","About to Expire","Carpinteria - Santa Barbara County",
"TML18-0000352","Temporary Cannabis Cultivation License","Vimutti","Specialty Indoor","02/06/2018","06/06/2018","Inactive","Sebastopol - Sonoma County",
"TAL18-0000351","Temporary Cannabis Cultivation License","Humboldt Honey Flower","Specialty Cottage Mixed-Light Tier 1","02/06/2018","06/06/2018","Inactive","Blocksburg - Humboldt County",
"TML18-0000349","Temporary Cannabis Cultivation License","Jean-Paul Heard","Small Outdoor","02/06/2018","06/06/2018","Inactive","Hayfork - Trinity County",
"TML18-0000347","Temporary Cannabis Cultivation License","Power Farms LLC","Small Mixed-Light Tier 1","02/06/2018","06/06/2018","Inactive","Carpinteria - Santa Barbara County",
"TML18-0000345","Temporary Cannabis Cultivation License","Redwood Remedies","Small Mixed-Light Tier 2","02/06/2018","03/05/2019","About to Expire","Ukiah - Mendocino County",
"TML18-0000342","Temporary Cannabis Cultivation License","Power Farms LLC","Small Mixed-Light Tier 1","02/06/2018","06/06/2018","Inactive","Carpinteria - Santa Barbara County",
"TML18-0000341","Temporary Cannabis Cultivation License","Power Farms LLC","Small Mixed-Light Tier 1","02/06/2018","06/06/2018","Inactive","Carpinteria - Santa Barbara County",
"TML18-0000339","Temporary Cannabis Cultivation License","Power Farms LLC","Small Mixed-Light Tier 1","02/06/2018","06/06/2018","Inactive","Carpinteria - Santa Barbara County",
"TML18-0000337","Temporary Cannabis Cultivation License","Power Farms LLC","Small Mixed-Light Tier 1","02/06/2018","06/06/2018","Inactive","Carpinteria - Santa Barbara County",
"TML18-0000336","Temporary Cannabis Cultivation License","Power Farms LLC","Small Mixed-Light Tier 1","02/06/2018","06/06/2018","Inactive","Carpinteria - Santa Barbara County",
"TML18-0000335","Temporary Cannabis Cultivation License","Power Farms LLC","Small Mixed-Light Tier 1","02/06/2018","06/06/2018","Inactive","Carpinteria - Santa Barbara County",
"TML18-0000332","Temporary Cannabis Cultivation License","Blocksburg Family Farms","Small Mixed-Light Tier 1","02/06/2018","03/05/2019","About to Expire","Blocksburg - Humboldt County",
"TML18-0000331","Temporary Cannabis Cultivation License","Power Farms LLC","Small Mixed-Light Tier 1","02/06/2018","06/06/2018","Inactive","Carpinteria - Santa Barbara County",
"TML18-0000330","Temporary Cannabis Cultivation License","Gabriel's Green","Small Mixed-Light Tier 1","02/06/2018","03/05/2019","About to Expire","Willits - Mendocino County",
"TAL18-0000035","Temporary Cannabis Cultivation License","530 display way operating group","Small Indoor","02/06/2018","03/05/2019","About to Expire","Sacramento - Sacramento County",
"TAL18-0000329","Temporary Cannabis Cultivation License","Blocksburg Family Farms","Small Mixed-Light Tier 1","02/06/2018","12/05/2018","Inactive","Blocksburg - Humboldt County",
